year,pid,urban,hhnature,total_asset,age,gender,educ,marriage,health,precarious_job,industry,workhour,wage_month,job_status,wage_year,social_status,job_satisfaction,provname,upbringing,inc_exp_p
2014,320205101.0,1.0,0.0,92.02999877929688,51.0,1.0,0.0,1.0,5.0,0.0,3.0,70.0,,1.0,0.0,3.0,5.0,江苏,0.0,0.2916047
2014,211653102.0,1.0,0.0,10.154999732971191,57.0,0.0,9.0,1.0,2.0,0.0,,,,0.0,,3.0,,辽宁,0.0,1.3799744
2014,350005101.0,1.0,1.0,,62.0,1.0,6.0,1.0,4.0,0.0,6.0,40.0,,1.0,0.0,4.0,3.0,福建,0.25,3.5368218
2014,220332101.0,1.0,0.0,47.525001525878906,30.0,0.0,9.0,1.0,3.0,0.0,,,,0.0,,3.0,,吉林,0.5,
2014,620707101.0,0.0,1.0,17.82428550720215,31.0,1.0,12.0,1.0,3.0,0.0,,70.0,,1.0,0.0,3.0,4.0,甘肃,0.5,0.17481835
2014,621425101.0,1.0,0.0,33.43000030517578,58.0,1.0,6.0,1.0,4.0,0.0,,,,0.0,,2.0,,甘肃,0.0,2.389179
2014,350093106.0,0.0,1.0,,23.0,0.0,9.0,1.0,5.0,0.0,,,,0.0,,2.0,,福建,1.0,
2014,621127101.0,0.0,1.0,23.36050033569336,50.0,1.0,6.0,1.0,5.0,0.0,,63.0,,1.0,0.0,5.0,5.0,甘肃,0.5,12.222222
2014,350181101.0,0.0,1.0,24.697500228881836,35.0,1.0,9.0,1.0,3.0,0.0,9.0,35.0,,1.0,0.0,3.0,4.0,福建,1.0,0.701803
2014,411053101.0,0.0,1.0,17.497499465942383,57.0,1.0,9.0,1.0,3.0,1.0,5.0,70.0,1500.0,1.0,10000.0,3.0,4.0,河南,1.0,1.092683
2014,211955101.0,1.0,0.0,16.829450607299805,43.0,1.0,6.0,1.0,2.0,0.0,15.0,35.0,,1.0,0.0,1.0,3.0,辽宁,0.0,
2014,370547102.0,0.0,1.0,11.824999809265137,44.0,0.0,6.0,1.0,4.0,0.0,9.0,50.0,,1.0,0.0,3.0,4.0,山东,0.0,0.8505876
2014,320363101.0,0.0,1.0,50.842559814453125,40.0,1.0,9.0,1.0,3.0,1.0,5.0,56.0,3000.0,1.0,80000.0,2.0,3.0,江苏,0.0,1.0541517
2014,211907102.0,0.0,1.0,5.257500171661377,63.0,0.0,0.0,1.0,1.0,0.0,,2.0,,1.0,0.0,1.0,4.0,辽宁,1.0,0.6601467
2014,441840101.0,0.0,1.0,6.141250133514404,42.0,0.0,0.0,1.0,4.0,0.0,,3.0,,1.0,0.0,2.0,3.0,广东,1.0,1.0329498
2014,410074101.0,1.0,,,45.0,1.0,12.0,1.0,4.0,0.0,3.0,40.0,2600.0,1.0,,,5.0,河南,0.5,
2014,211128101.0,1.0,0.0,16.371999740600586,62.0,0.0,6.0,0.0,1.0,0.0,,,,0.0,,1.0,,辽宁,0.0,0.63978124
2014,211282101.0,1.0,0.0,65.20500183105469,50.0,1.0,9.0,1.0,3.0,0.0,3.0,48.0,5000.0,1.0,72000.0,2.0,4.0,辽宁,0.0,1.2211449
2014,211090101.0,1.0,0.0,17.545000076293945,63.0,0.0,9.0,1.0,2.0,0.0,,,,0.0,,3.0,,辽宁,0.0,1.1500272
2014,211043102.0,0.0,1.0,6.132500171661377,59.0,1.0,6.0,1.0,5.0,0.0,,28.0,,1.0,0.0,1.0,4.0,辽宁,0.0,0.04664179
2014,312482101.0,1.0,1.0,32.10049819946289,57.0,0.0,9.0,1.0,2.0,0.0,,,,0.0,,4.0,,上海,0.0,2.2455091
2014,220099102.0,0.0,1.0,8.40999984741211,44.0,0.0,15.0,1.0,2.0,1.0,,12.0,,1.0,4000.0,5.0,5.0,吉林,0.33333334,0.6041667
2014,230565104.0,0.0,1.0,13.300000190734863,46.0,0.0,6.0,1.0,2.0,0.0,,4.0,,1.0,0.0,3.0,4.0,黑龙江,0.6666667,0.8352534
2014,410920101.0,0.0,1.0,5.389999866485596,34.0,0.0,9.0,1.0,5.0,0.0,,3.0,,1.0,,3.0,4.0,河南,1.5,0.79687506
2014,410774431.0,1.0,1.0,62.9587516784668,27.0,0.0,9.0,1.0,4.0,1.0,8.0,,,0.0,,1.0,3.0,河南,0.2,0.008355964
2014,312388102.0,1.0,0.0,60.92587661743164,55.0,1.0,0.0,1.0,4.0,0.0,3.0,,,1.0,,4.0,3.0,上海,0.33333334,2.2233334
2014,441641103.0,0.0,1.0,,18.0,0.0,9.0,0.0,2.0,0.0,,,,0.0,,3.0,,广东,0.6666667,
2014,210611102.0,0.0,1.0,80.84874725341797,51.0,0.0,9.0,1.0,5.0,0.0,,30.0,,1.0,24000.0,4.0,3.0,辽宁,0.0,1.4477549
2014,620139101.0,0.0,1.0,4.452499866485596,41.0,1.0,9.0,1.0,3.0,0.0,,10.0,,1.0,15600.0,3.0,3.0,甘肃,0.0,0.5634391
2014,370105102.0,0.0,1.0,15.517499923706055,36.0,0.0,9.0,1.0,5.0,0.0,,,,1.0,,4.0,3.0,山东,1.0,2.4076214
2014,621040101.0,0.0,1.0,20.2237491607666,53.0,1.0,12.0,1.0,3.0,0.0,,20.0,,1.0,0.0,4.0,3.0,甘肃,0.33333334,1.1477371
2014,420071101.0,1.0,0.0,-3.440000057220459,42.0,0.0,9.0,1.0,1.0,0.0,,,,0.0,,2.0,,湖北,0.0,1.464129
2014,411326101.0,0.0,1.0,25.59000015258789,50.0,1.0,9.0,1.0,5.0,0.0,,24.0,,1.0,0.0,3.0,4.0,河南,0.33333334,0.5211735
2014,510214101.0,0.0,1.0,9.417208671569824,63.0,1.0,0.0,1.0,1.0,0.0,,,,1.0,,3.0,3.0,四川,0.0,
2014,140001101.0,0.0,1.0,41.118751525878906,49.0,0.0,9.0,1.0,3.0,0.0,,,,0.0,,4.0,,山西,0.0,1.30012
2014,370404102.0,0.0,1.0,22.170000076293945,48.0,1.0,9.0,1.0,3.0,0.0,,8.0,,1.0,0.0,3.0,3.0,山东,0.0,2.0338984
2014,530343101.0,0.0,0.0,42.23249816894531,61.0,1.0,9.0,1.0,2.0,0.0,,42.0,,1.0,0.0,5.0,4.0,云南,0.0,0.15186615
2014,370467102.0,0.0,1.0,15.712499618530273,59.0,0.0,0.0,1.0,4.0,0.0,,42.0,,1.0,,4.0,3.0,山东,0.0,0.2325149
2014,420357101.0,1.0,1.0,-2.190000057220459,49.0,0.0,6.0,1.0,3.0,0.0,8.0,70.0,,1.0,0.0,3.0,3.0,湖北,0.0,0.43471962
2014,320367105.0,0.0,1.0,94.33255767822266,61.0,0.0,6.0,1.0,2.0,0.0,,,,0.0,,3.0,3.0,江苏,0.0,0.93777907
2014,230171101.0,0.0,1.0,3.0510001182556152,57.0,1.0,6.0,1.0,2.0,0.0,,56.0,,1.0,0.0,3.0,4.0,黑龙江,0.0,0.9644887
2014,130766102.0,1.0,1.0,23.729999542236328,46.0,0.0,9.0,1.0,3.0,1.0,8.0,63.0,2000.0,1.0,20000.0,2.0,3.0,河北,0.33333334,0.9461315
2014,211808102.0,0.0,1.0,7.867499828338623,47.0,0.0,9.0,1.0,1.0,0.0,,10.0,,0.0,0.0,4.0,4.0,辽宁,0.33333334,0.5026455
2014,130726101.0,1.0,1.0,31.225000381469727,33.0,1.0,9.0,1.0,3.0,1.0,11.0,30.0,1000.0,1.0,3000.0,3.0,4.0,河北,0.5,1.05
2014,411345102.0,0.0,1.0,31.287500381469727,49.0,0.0,6.0,1.0,4.0,0.0,,,,1.0,0.0,3.0,3.0,河南,0.6666667,1.6506996
2014,360067101.0,0.0,1.0,15.818750381469727,39.0,1.0,6.0,1.0,3.0,1.0,5.0,48.0,3000.0,1.0,12000.0,3.0,3.0,江西,1.0,0.28869456
2014,130166106.0,0.0,,,28.0,0.0,15.0,1.0,5.0,0.0,8.0,40.0,3100.0,1.0,,,4.0,河北,0.0,
2014,510174101.0,1.0,1.0,3.546250104904175,51.0,1.0,9.0,1.0,5.0,1.0,,50.0,,1.0,18000.0,3.0,4.0,四川,0.25,1.1244444
2014,410855101.0,1.0,1.0,16.1875,49.0,1.0,9.0,1.0,5.0,0.0,,30.0,,1.0,0.0,3.0,3.0,河南,0.0,0.19346102
2014,169532502.0,0.0,1.0,20.211750030517578,45.0,0.0,0.0,1.0,5.0,0.0,,77.0,,1.0,17500.0,2.0,3.0,河南,0.2,0.18514599
2014,120034101.0,1.0,0.0,80.91999816894531,59.0,1.0,9.0,1.0,2.0,0.0,14.0,,,1.0,,2.0,4.0,天津,0.0,1.6898608
2014,430167101.0,1.0,0.0,81.41000366210938,40.0,0.0,12.0,1.0,3.0,0.0,,,,0.0,,3.0,,湖南,0.5,0.72812814
2014,211582103.0,1.0,0.0,45.08000183105469,44.0,1.0,15.0,1.0,3.0,1.0,19.0,40.0,4500.0,1.0,50000.0,4.0,5.0,辽宁,0.0,1.1437565
2014,360244101.0,0.0,1.0,6.3107500076293945,54.0,1.0,12.0,1.0,3.0,0.0,,80.0,,1.0,0.0,5.0,4.0,江西,0.6666667,0.00376506
2014,621653102.0,1.0,0.0,-12.097999572753906,43.0,0.0,9.0,1.0,3.0,0.0,3.0,40.0,1800.0,1.0,18800.0,1.0,3.0,甘肃,0.0,0.54543155
2014,620642103.0,0.0,1.0,3.2090001106262207,41.0,1.0,0.0,1.0,3.0,1.0,5.0,77.0,2700.0,1.0,9500.0,2.0,3.0,甘肃,1.0,2.0310876
2014,621637101.0,1.0,1.0,20.9950008392334,52.0,0.0,9.0,1.0,3.0,0.0,9.0,70.0,2100.0,1.0,25200.0,2.0,3.0,,0.0,2.105923
2014,140320105.0,0.0,1.0,5.940000057220459,20.0,1.0,6.0,0.0,5.0,1.0,5.0,,,0.0,,1.0,3.0,山西,0.0,0.06545248
2014,620583101.0,0.0,1.0,22.540000915527344,45.0,1.0,6.0,1.0,3.0,0.0,,10.0,,1.0,0.0,3.0,3.0,甘肃,0.25,1.1096449
2014,530122102.0,0.0,1.0,16.647499084472656,35.0,1.0,9.0,1.0,2.0,0.0,,70.0,,1.0,0.0,3.0,3.0,云南,0.5,0.11742289
2014,621053101.0,0.0,1.0,4.480000019073486,58.0,1.0,6.0,1.0,5.0,0.0,,56.0,,1.0,0.0,3.0,4.0,甘肃,0.25,2.1805053
2014,620491102.0,1.0,1.0,5.472777843475342,61.0,0.0,0.0,1.0,1.0,0.0,,56.0,,1.0,0.0,3.0,4.0,甘肃,1.0,0.9448463
2014,620018101.0,0.0,1.0,8.067500114440918,42.0,1.0,9.0,1.0,3.0,0.0,,35.0,,1.0,,3.0,4.0,甘肃,1.0,0.38996375
2014,210848102.0,0.0,1.0,11.835249900817871,52.0,1.0,0.0,1.0,3.0,0.0,,6.0,,1.0,0.0,3.0,4.0,辽宁,0.0,1.410891
2014,210074101.0,0.0,1.0,38.7599983215332,43.0,0.0,6.0,1.0,2.0,0.0,,56.0,,1.0,0.0,5.0,4.0,辽宁,1.0,0.8239436
2014,312420101.0,0.0,0.0,60.64500045776367,58.0,1.0,0.0,1.0,3.0,1.0,14.0,36.0,1620.0,0.0,12000.0,3.0,5.0,上海,0.0,0.45555556
2014,520140102.0,1.0,,,37.0,0.0,9.0,1.0,4.0,0.0,4.0,40.0,2000.0,1.0,,,3.0,贵州,0.0,
2014,311994101.0,1.0,0.0,301.3658142089844,57.0,0.0,6.0,1.0,5.0,0.0,,,,0.0,,5.0,,上海,0.6666667,1.4533334
2014,340320102.0,1.0,1.0,108.79499816894531,53.0,0.0,,1.0,1.0,0.0,,56.0,,1.0,0.0,5.0,5.0,安徽,0.25,3.910325
2014,330255103.0,0.0,1.0,13.619999885559082,28.0,0.0,12.0,0.0,3.0,1.0,8.0,50.0,5000.0,1.0,60000.0,3.0,4.0,浙江,0.0,0.8460237
2014,420314104.0,1.0,1.0,12.532910346984863,19.0,1.0,9.0,0.0,5.0,1.0,,56.0,,1.0,12000.0,4.0,4.0,湖北,0.0,1.6279383
2014,360084106.0,0.0,1.0,51.23500061035156,33.0,0.0,12.0,1.0,3.0,0.0,16.0,50.0,,1.0,0.0,5.0,4.0,江西,1.0,1.1436414
2014,420463101.0,1.0,0.0,40.33000183105469,50.0,1.0,12.0,1.0,2.0,0.0,12.0,20.0,860.0,1.0,13320.0,3.0,3.0,湖北,0.0,0.7286755
2014,430461104.0,1.0,1.0,30.4853572845459,33.0,1.0,9.0,1.0,5.0,0.0,8.0,112.0,,1.0,0.0,1.0,3.0,,0.5,0.0019732947
2014,520498101.0,1.0,1.0,27.469999313354492,42.0,1.0,6.0,1.0,3.0,1.0,11.0,70.0,4000.0,1.0,48000.0,2.0,2.0,贵州,0.33333334,0.7968128
2014,510279101.0,0.0,1.0,3.7249999046325684,41.0,0.0,0.0,1.0,3.0,0.0,,,,0.0,,3.0,,四川,0.33333334,0.010400416
2014,441934102.0,0.0,1.0,17.837499618530273,50.0,0.0,9.0,1.0,2.0,0.0,,48.0,,1.0,0.0,3.0,2.0,广东,0.0,0.12533334
2014,510832101.0,1.0,1.0,13.983750343322754,40.0,1.0,6.0,0.0,1.0,0.0,3.0,105.0,,1.0,0.0,4.0,3.0,四川,1.0,0.85989714
2014,311269104.0,1.0,0.0,324.9599914550781,39.0,0.0,12.0,1.0,2.0,0.0,,,,0.0,,2.0,,上海,1.0,1.0590674
2014,220166101.0,1.0,1.0,90.88786315917969,55.0,1.0,6.0,1.0,5.0,0.0,,42.0,,1.0,43200.0,5.0,5.0,吉林,0.0,0.45953622
2014,340356101.0,0.0,1.0,34.05666732788086,29.0,0.0,9.0,1.0,3.0,0.0,,35.0,,1.0,0.0,4.0,4.0,安徽,1.0,
2014,360197101.0,0.0,1.0,32.901248931884766,46.0,1.0,6.0,1.0,5.0,0.0,,10.0,,1.0,0.0,2.0,4.0,江西,1.5,0.46365196
2014,450108104.0,1.0,1.0,,25.0,1.0,12.0,0.0,2.0,1.0,5.0,14.0,3000.0,1.0,,,2.0,广西,0.0,
2014,360286101.0,1.0,0.0,25.3700008392334,39.0,1.0,16.0,1.0,5.0,0.0,1.0,50.0,1800.0,1.0,26000.0,3.0,4.0,江西,0.33333334,0.701307
2014,311770102.0,1.0,1.0,8.270000457763672,52.0,0.0,0.0,1.0,1.0,0.0,8.0,70.0,,1.0,0.0,4.0,3.0,上海,0.0,0.00118054
2014,410501101.0,1.0,1.0,14.427499771118164,57.0,0.0,,1.0,2.0,0.0,,2.0,,1.0,0.0,2.0,3.0,河南,0.33333334,3.7311828
2014,340359103.0,0.0,1.0,18.22249984741211,38.0,0.0,9.0,1.0,4.0,0.0,,70.0,,1.0,0.0,3.0,3.0,安徽,1.0,0.5825243
2014,211917101.0,0.0,1.0,10.417499542236328,30.0,0.0,0.0,1.0,3.0,0.0,,3.0,,1.0,0.0,3.0,4.0,辽宁,0.25,1.3590362
2014,120110102.0,1.0,0.0,125.10600280761719,55.0,0.0,9.0,1.0,1.0,0.0,,,,0.0,,1.0,,天津,0.0,0.533777
2014,120131101.0,1.0,0.0,14.170000076293945,42.0,0.0,15.0,1.0,4.0,0.0,19.0,40.0,2800.0,1.0,33600.0,4.0,5.0,天津,0.5,0.3377694
2014,130919101.0,0.0,0.0,13.5337495803833,63.0,1.0,12.0,1.0,3.0,0.0,,14.0,,1.0,,3.0,4.0,河北,1.0,3.62
2014,420019102.0,0.0,1.0,-0.1875,55.0,0.0,12.0,0.0,1.0,0.0,,22.0,,1.0,,5.0,5.0,湖北,0.0,0.7662302
2014,440453101.0,0.0,1.0,45.040000915527344,41.0,0.0,9.0,1.0,5.0,0.0,,70.0,,1.0,0.0,3.0,1.0,广东,0.33333334,4.3162985
2014,140612101.0,1.0,1.0,18.014999389648438,55.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,,1.0,,山西,0.0,0.02965264
2014,110009102.0,1.0,0.0,,57.0,1.0,12.0,1.0,3.0,0.0,19.0,,,1.0,,3.0,3.0,北京,0.16666667,0.9898495
2014,410843103.0,1.0,1.0,10.850000381469727,34.0,1.0,9.0,1.0,5.0,0.0,,10.0,,1.0,0.0,3.0,3.0,河南,0.6666667,0.29510558
2014,411687101.0,1.0,0.0,53.5,33.0,0.0,15.0,1.0,3.0,0.0,17.0,30.0,1500.0,0.0,20000.0,2.0,2.0,河南,0.5,1.0474861
2014,130483102.0,1.0,1.0,44.44874954223633,43.0,1.0,9.0,1.0,3.0,0.0,,42.0,,1.0,0.0,3.0,3.0,河北,0.33333334,
2014,130660102.0,1.0,0.0,12.136249542236328,51.0,0.0,12.0,1.0,1.0,0.0,16.0,,,1.0,,3.0,5.0,河北,0.0,3.43
2014,320161101.0,1.0,0.0,42.667999267578125,51.0,0.0,9.0,1.0,1.0,1.0,16.0,40.0,1600.0,1.0,6800.0,2.0,3.0,江苏,0.0,1.2024049
2014,312185102.0,1.0,0.0,26.309999465942383,46.0,1.0,12.0,1.0,3.0,0.0,8.0,48.0,5000.0,1.0,70000.0,3.0,3.0,上海,0.0,0.91318643
2014,610013101.0,0.0,1.0,6.116000175476074,46.0,0.0,6.0,1.0,4.0,0.0,,35.0,,1.0,0.0,3.0,4.0,陕西,0.0,
2014,410637104.0,1.0,0.0,29.360000610351562,42.0,0.0,9.0,1.0,3.0,0.0,9.0,60.0,,1.0,0.0,3.0,4.0,河南,0.2,0.88000005
2014,520050101.0,0.0,1.0,6.388000011444092,56.0,1.0,6.0,1.0,1.0,0.0,,70.0,,1.0,0.0,4.0,1.0,贵州,0.25,1.1561041
2014,450281101.0,0.0,1.0,45.26250076293945,52.0,1.0,6.0,1.0,3.0,0.0,,56.0,,1.0,0.0,3.0,4.0,广西,0.5,1.3361045
2014,620073102.0,0.0,1.0,16.857999801635742,61.0,1.0,0.0,1.0,3.0,0.0,,,,1.0,,4.0,4.0,甘肃,0.25,7.90492
2014,510191101.0,1.0,1.0,21.466249465942383,62.0,1.0,0.0,1.0,1.0,0.0,,,,1.0,,3.0,4.0,四川,0.0,
2014,130889101.0,0.0,1.0,39.10093688964844,48.0,0.0,0.0,1.0,3.0,0.0,,20.0,,1.0,0.0,4.0,3.0,河北,0.6666667,1.6757306
2014,360267102.0,1.0,0.0,78.78595733642578,42.0,1.0,12.0,1.0,3.0,0.0,3.0,50.0,,1.0,0.0,4.0,3.0,,0.6666667,0.19762847
2014,530409101.0,1.0,1.0,35.19499969482422,47.0,1.0,9.0,1.0,5.0,0.0,,21.0,,1.0,0.0,2.0,5.0,云南,0.25,0.9317964
2014,441978103.0,1.0,0.0,50.72712326049805,33.0,1.0,6.0,0.0,4.0,0.0,,56.0,,1.0,,3.0,5.0,广东,0.5,4.170773
2014,370212103.0,1.0,1.0,27.281339645385742,27.0,0.0,15.0,1.0,3.0,0.0,3.0,,,0.0,,4.0,3.0,,0.0,0.47375402
2014,440359101.0,1.0,1.0,5.269999980926514,48.0,0.0,6.0,0.0,3.0,1.0,,48.0,,1.0,30000.0,3.0,3.0,,0.0,3.6522398
2014,370081431.0,0.0,1.0,7.3480000495910645,23.0,0.0,9.0,1.0,4.0,0.0,,,,0.0,,2.0,,山东,0.25,0.66917294
2014,411482101.0,1.0,1.0,1.0837500095367432,47.0,1.0,0.0,0.0,4.0,0.0,,,,0.0,,2.0,,河南,0.0,0.027400598
2014,610299101.0,1.0,,,58.0,1.0,9.0,1.0,3.0,0.0,,,,0.0,,,,陕西,0.25,
2014,210465101.0,1.0,1.0,11.457500457763672,46.0,0.0,9.0,1.0,3.0,0.0,3.0,70.0,2000.0,1.0,24000.0,3.0,4.0,辽宁,0.0,2.7457736
2014,360264101.0,1.0,0.0,199.85000610351562,48.0,1.0,15.0,1.0,3.0,0.0,,42.0,,1.0,0.0,4.0,3.0,江西,0.33333334,1.483875
2014,330341102.0,1.0,1.0,51.7400016784668,47.0,1.0,0.0,1.0,2.0,1.0,3.0,,,1.0,,2.0,5.0,浙江,0.0,0.5747127
2014,440361104.0,1.0,1.0,83.98242950439453,22.0,0.0,6.0,1.0,4.0,0.0,3.0,50.0,2700.0,1.0,22400.0,1.0,2.0,,0.5,1.3283153
2014,510371101.0,0.0,1.0,6.070000171661377,40.0,1.0,0.0,1.0,5.0,0.0,,42.0,,1.0,0.0,3.0,5.0,四川,1.0,1.4493663
2014,140026102.0,0.0,1.0,62.599998474121094,46.0,1.0,9.0,1.0,3.0,1.0,5.0,,,1.0,,3.0,3.0,山西,0.0,
2014,620628101.0,0.0,1.0,10.199999809265137,62.0,1.0,0.0,1.0,3.0,0.0,,,,0.0,,4.0,,甘肃,0.5,0.9058471
2014,620117101.0,0.0,1.0,2.0199999809265137,47.0,1.0,0.0,0.0,2.0,0.0,,35.0,,1.0,0.0,3.0,4.0,甘肃,1.0,0.13539651
2014,610079106.0,0.0,,,29.0,0.0,12.0,1.0,2.0,0.0,3.0,,0.0,0.0,,,3.0,陕西,0.5,
2014,310855101.0,1.0,0.0,422.0218811035156,55.0,1.0,9.0,1.0,3.0,0.0,12.0,13.0,1800.0,1.0,21600.0,4.0,3.0,上海,0.33333334,0.493007
2014,130045102.0,1.0,1.0,19.40999984741211,36.0,0.0,9.0,1.0,3.0,0.0,,,,0.0,,4.0,,河北,0.5,
2014,441206101.0,1.0,0.0,33.93000030517578,35.0,1.0,12.0,1.0,5.0,1.0,19.0,55.0,2800.0,1.0,50000.0,4.0,4.0,广东,0.5,0.6666666
2014,340095101.0,1.0,1.0,32.313751220703125,50.0,0.0,6.0,1.0,1.0,0.0,9.0,56.0,,0.0,,1.0,2.0,安徽,0.0,0.8994189
2014,110069101.0,1.0,0.0,572.0999755859375,63.0,0.0,9.0,1.0,3.0,0.0,,,,0.0,,3.0,,北京,0.0,0.95955044
2014,230619101.0,1.0,0.0,0.20000000298023224,61.0,0.0,9.0,0.0,2.0,0.0,,,,0.0,,4.0,,黑龙江,1.0,0.8848159
2014,140192102.0,0.0,1.0,16.173200607299805,26.0,0.0,6.0,1.0,4.0,0.0,,56.0,,1.0,0.0,5.0,5.0,山西,0.5,
2014,530210101.0,0.0,1.0,4.777500152587891,48.0,1.0,6.0,1.0,3.0,0.0,,30.0,,1.0,0.0,3.0,4.0,云南,0.0,0.42278594
2014,350087101.0,0.0,1.0,10.7524995803833,57.0,1.0,6.0,1.0,2.0,0.0,,50.0,,1.0,,3.0,2.0,福建,0.25,0.042975206
2014,411227102.0,0.0,0.0,46.317989349365234,33.0,1.0,9.0,1.0,3.0,0.0,5.0,60.0,,1.0,0.0,4.0,3.0,河南,2.0,0.9245412
2014,330094103.0,1.0,1.0,1.590000033378601,39.0,1.0,9.0,1.0,5.0,1.0,5.0,70.0,8000.0,1.0,100000.0,2.0,4.0,上海,0.0,1.1350738
2014,211189102.0,0.0,1.0,18.80500030517578,48.0,1.0,6.0,1.0,2.0,0.0,,40.0,,1.0,0.0,4.0,3.0,辽宁,0.0,0.6629143
2014,510982102.0,0.0,1.0,-0.41312500834465027,46.0,0.0,6.0,1.0,1.0,0.0,,,,1.0,0.0,,3.0,,0.0,1.0376631
2014,621675101.0,1.0,0.0,0.30000001192092896,43.0,0.0,12.0,0.0,3.0,0.0,3.0,40.0,1200.0,1.0,15000.0,2.0,2.0,甘肃,0.0,0.58293176
2014,420461101.0,1.0,0.0,50.59000015258789,64.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,,4.0,,湖北,0.0,0.82844865
2014,130610103.0,0.0,1.0,,24.0,1.0,6.0,1.0,3.0,1.0,5.0,84.0,3500.0,1.0,,,1.0,河北,0.5,
2014,510896101.0,0.0,1.0,5.199999809265137,27.0,0.0,9.0,0.0,3.0,0.0,9.0,40.0,1500.0,1.0,27000.0,2.0,5.0,四川,0.0,
2014,430204101.0,1.0,0.0,30.558000564575195,63.0,1.0,9.0,1.0,3.0,0.0,,,,0.0,,3.0,,湖南,0.0,0.86956525
2014,441271101.0,1.0,1.0,13.510000228881836,42.0,0.0,,0.0,3.0,1.0,,35.0,,1.0,35355.0,1.0,4.0,广东,2.0,1.6666667
2014,310918101.0,1.0,0.0,120.30000305175781,52.0,0.0,12.0,1.0,3.0,0.0,8.0,36.0,2500.0,1.0,30000.0,2.0,3.0,上海,0.0,1.2899922
2014,621525101.0,0.0,0.0,88.09358215332031,37.0,1.0,12.0,1.0,2.0,0.0,16.0,20.0,2200.0,1.0,28000.0,2.0,5.0,甘肃,1.5,0.8784314
2014,410678101.0,1.0,0.0,6.034999847412109,41.0,1.0,9.0,1.0,4.0,1.0,6.0,10.0,2000.0,1.0,24000.0,3.0,3.0,河南,1.0,1.7714932
2014,610014102.0,0.0,1.0,14.252249717712402,54.0,0.0,0.0,1.0,3.0,0.0,,42.0,,1.0,0.0,5.0,4.0,陕西,0.0,0.37495
2014,211545101.0,1.0,1.0,10.600000381469727,62.0,1.0,0.0,0.0,1.0,0.0,,,,0.0,,3.0,,辽宁,0.0,0.12219959
2014,140108101.0,0.0,1.0,0.699999988079071,61.0,1.0,9.0,1.0,3.0,1.0,17.0,84.0,400.0,1.0,4800.0,5.0,4.0,山西,0.0,0.624025
2014,520151101.0,0.0,1.0,9.29861068725586,54.0,1.0,,1.0,3.0,0.0,,10.0,,1.0,0.0,3.0,2.0,贵州,0.5,0.3395552
2014,410080101.0,1.0,0.0,19.020000457763672,55.0,1.0,12.0,1.0,3.0,0.0,3.0,40.0,1200.0,1.0,16000.0,3.0,3.0,河南,0.0,0.6840796
2014,420279103.0,0.0,1.0,22.137500762939453,48.0,0.0,0.0,1.0,1.0,0.0,,11.0,,1.0,0.0,3.0,2.0,湖北,0.0,0.8987161
2014,220026102.0,0.0,1.0,6.847232818603516,59.0,0.0,,1.0,1.0,0.0,,35.0,,1.0,0.0,3.0,4.0,吉林,0.0,0.22037916
2014,210314431.0,1.0,0.0,4.420000076293945,56.0,0.0,12.0,1.0,1.0,0.0,8.0,,,0.0,,3.0,5.0,辽宁,0.0,0.46660563
2014,140032101.0,1.0,0.0,127.06999969482422,44.0,0.0,16.0,1.0,3.0,1.0,19.0,40.0,2500.0,1.0,30000.0,4.0,4.0,山西,0.0,0.6889962
2014,410345102.0,0.0,0.0,9.317000389099121,52.0,0.0,12.0,1.0,1.0,0.0,,,,0.0,,3.0,,河南,0.33333334,2.7070065
2014,275928501.0,1.0,0.0,-4.53000020980835,38.0,1.0,,1.0,5.0,0.0,9.0,10.0,,1.0,0.0,1.0,3.0,山东,0.0,
2014,621420102.0,1.0,0.0,11.479999542236328,52.0,0.0,12.0,1.0,3.0,0.0,3.0,,,0.0,,4.0,4.0,甘肃,0.0,1.2917634
2014,430330103.0,0.0,,,28.0,0.0,15.0,1.0,4.0,0.0,3.0,40.0,5400.0,1.0,,,4.0,广东,0.0,
2014,211934103.0,1.0,1.0,0.3199999928474426,17.0,1.0,9.0,0.0,4.0,1.0,3.0,50.0,600.0,1.0,8000.0,3.0,5.0,辽宁,0.0,1.8181819
2014,620186101.0,0.0,1.0,17.065000534057617,42.0,0.0,6.0,1.0,2.0,0.0,,42.0,,1.0,0.0,3.0,4.0,甘肃,0.0,0.71495974
2014,370289103.0,0.0,1.0,16.764999389648438,46.0,0.0,0.0,1.0,5.0,0.0,,56.0,,1.0,0.0,4.0,5.0,,0.0,3.150865
2014,320384101.0,0.0,1.0,72.39898681640625,60.0,1.0,6.0,1.0,2.0,0.0,,,,0.0,,4.0,,江苏,0.0,0.9357652
2014,220187101.0,1.0,1.0,42.380001068115234,49.0,1.0,12.0,1.0,1.0,0.0,17.0,30.0,,1.0,0.0,3.0,3.0,吉林,0.0,0.12150951
2014,360315101.0,0.0,1.0,26.6200008392334,41.0,0.0,9.0,1.0,2.0,0.0,,,,1.0,,3.0,2.0,江西,0.33333334,1.0855063
2014,320333101.0,1.0,1.0,28.790000915527344,35.0,0.0,9.0,1.0,3.0,0.0,3.0,,,1.0,,3.0,3.0,江苏,0.5,0.5862646
