pid,year,gender,age,educ,marriage,child_num,job,job_precarity,job_security_dummy,bianzhi,wage,industry,provname
110035101,2016,1.0,64,9.0,1.0,0,0,,,,,批发和零售业,北京
621640101,2016,1.0,27,15.0,1.0,1,1,,0.0,否,4008.0,公共管理和社会组织,
621000104,2016,0.0,22,6.0,0.0,0,1,,,,,交通运输、仓储和邮政业,
410127532,2016,0.0,45,12.0,1.0,0,1,3.0,,否,,金融业,河南
310138101,2016,1.0,61,9.0,1.0,0,1,,,否,,无法编码,上海
130793103,2016,1.0,18,0.0,1.0,0,0,,0.0,,9000.0,住宿和餐饮业,
340114101,2016,1.0,37,6.0,1.0,2,1,,0.0,,7700.0,制造业,安徽
411044104,2016,0.0,29,15.0,1.0,1,1,,1.0,,200000.0,金融业,
261378551,2016,0.0,29,15.0,1.0,1,1,,0.0,,33600.0,制造业,河南
210539101,2016,0.0,60,9.0,0.0,0,0,,,否,,水利、环境和公共设施管理业,辽宁
330108101,2016,1.0,48,12.0,1.0,0,1,,,,,制造业,浙江
320284102,2016,1.0,54,0.0,1.0,0,1,,,,,制造业,江苏
610189101,2016,0.0,50,6.0,1.0,0,1,,,,,建筑业,陕西
230361102,2016,1.0,60,15.0,1.0,0,0,,,是,,教育,黑龙江
370247103,2016,0.0,26,9.0,1.0,1,1,,,,,制造业,
211793103,2016,1.0,24,12.0,1.0,0,0,3.0,,否,,信息传播、计算机服务和软件业,
311733102,2016,0.0,41,9.0,1.0,1,1,3.0,,否,,交通运输、仓储和邮政业,上海
130195431,2016,1.0,41,12.0,0.0,0,1,3.0,,是,,公共管理和社会组织,河北
411658101,2016,0.0,46,9.0,1.0,1,1,,,,,制造业,河南
140083101,2016,1.0,40,0.0,1.0,1,0,,,,,住宿和餐饮业,山西
140658104,2016,0.0,48,6.0,1.0,0,1,,,否,,,山西
620559104,2016,1.0,22,0.0,0.0,0,1,,0.0,,54000.0,住宿和餐饮业,
420357105,2016,1.0,24,9.0,0.0,0,0,,,,,制造业,湖北
370714104,2016,0.0,26,6.0,1.0,2,1,,0.0,否,30000.0,制造业,山东
430187104,2016,1.0,48,12.0,1.0,0,1,,0.0,,18400.0,住宿和餐饮业,湖南
312190101,2016,1.0,46,9.0,1.0,0,1,2.0,,否,,公共管理和社会组织,上海
440670101,2016,0.0,58,12.0,1.0,0,1,3.0,,否,,金融业,广东
440570105,2016,1.0,28,6.0,1.0,1,0,,,,,制造业,
370504104,2016,1.0,33,12.0,1.0,1,1,2.0,,否,,制造业,山东
211789104,2016,0.0,23,6.0,0.0,0,1,,1.0,,24000.0,制造业,辽宁
411085101,2016,1.0,53,12.0,1.0,0,1,1.0,,是,,公共管理和社会组织,河南
620640103,2016,1.0,30,15.0,0.0,0,1,,,,,信息传播、计算机服务和软件业,
620030102,2016,1.0,51,0.0,1.0,0,0,,0.0,,25000.0,制造业,甘肃
440695103,2016,0.0,27,15.0,1.0,0,1,,,,,金融业,
130755101,2016,1.0,52,12.0,1.0,0,1,,,否,,电力、燃气及水的生产和供应业,河北
350094531,2016,1.0,32,9.0,1.0,1,0,,,,,批发和零售业,福建
620734103,2016,0.0,33,9.0,1.0,0,1,,,,,制造业,甘肃
610072104,2016,1.0,42,15.0,1.0,2,0,,,,,批发和零售业,陕西
210676101,2016,0.0,43,9.0,1.0,1,1,,0.0,,72000.0,制造业,辽宁
210046101,2016,0.0,52,15.0,1.0,0,1,,,是,,金融业,辽宁
311294101,2016,0.0,55,16.0,1.0,0,1,,,,,批发和零售业,上海
130501501,2016,1.0,27,12.0,1.0,1,1,,0.0,,13000.0,住宿和餐饮业,河北
360301102,2016,0.0,44,9.0,1.0,1,1,,0.0,,8000.0,制造业,江西
312227101,2016,1.0,34,9.0,1.0,1,1,,1.0,,30000.0,居民服务和其他服务业,上海
410125102,2016,0.0,66,9.0,1.0,2,0,,,,,制造业,河南
441631103,2016,0.0,28,16.0,0.0,0,1,,1.0,,140000.0,信息传播、计算机服务和软件业,广东
450098102,2016,1.0,37,9.0,1.0,2,1,,,,,制造业,广西
610186103,2016,1.0,46,0.0,1.0,1,1,,,,,交通运输、仓储和邮政业,陕西
411330102,2016,0.0,52,6.0,1.0,1,1,,,,,交通运输、仓储和邮政业,河南
610241104,2016,1.0,27,12.0,1.0,0,0,,,,,交通运输、仓储和邮政业,陕西
130175104,2016,1.0,58,0.0,1.0,2,0,,,,,住宿和餐饮业,河北
340380103,2016,0.0,24,6.0,1.0,1,1,,0.0,,35700.0,建筑业,安徽
310351103,2016,1.0,54,12.0,1.0,0,1,1.0,,是,,制造业,上海
210157106,2016,1.0,32,,1.0,1,1,,1.0,,28000.0,制造业,
441466102,2016,1.0,37,,1.0,1,0,,,,,制造业,广东
430556105,2016,0.0,30,9.0,1.0,0,1,,,,,制造业,湖南
441325102,2016,1.0,51,6.0,1.0,0,1,,0.0,,25000.0,教育,广东
230016102,2016,1.0,23,16.0,0.0,0,1,,0.0,,66000.0,批发和零售业,
211241105,2016,0.0,30,12.0,1.0,0,1,3.0,1.0,否,20000.0,制造业,辽宁
957965431,2016,0.0,28,6.0,1.0,2,1,,,,,居民服务和其他服务业,河南
620248105,2016,1.0,23,6.0,1.0,1,1,,0.0,否,4500.0,公共管理和社会组织,甘肃
410640103,2016,0.0,43,15.0,1.0,1,1,,1.0,是,20000.0,信息传播、计算机服务和软件业,
120095102,2016,1.0,37,0.0,1.0,2,1,2.0,0.0,否,22150.0,批发和零售业,天津
410848101,2016,0.0,62,9.0,1.0,0,1,,,是,,电力、燃气及水的生产和供应业,河南
310169101,2016,0.0,53,12.0,1.0,0,1,,,,,制造业,上海
620560101,2016,1.0,25,9.0,0.0,0,1,,0.0,,24000.0,批发和零售业,甘肃
311887101,2016,1.0,31,16.0,1.0,1,1,,,,,金融业,上海
211286102,2016,1.0,52,9.0,1.0,0,0,,,,,制造业,辽宁
410007101,2016,1.0,47,6.0,1.0,0,1,,,否,,居民服务和其他服务业,河南
340068104,2016,0.0,32,12.0,1.0,0,1,,,,,批发和零售业,
430590101,2016,1.0,47,12.0,1.0,0,1,,0.0,,14000.0,制造业,
211521102,2016,0.0,47,9.0,1.0,0,0,,1.0,,38000.0,交通运输、仓储和邮政业,辽宁
410898101,2016,1.0,45,9.0,1.0,0,1,,,是,,交通运输、仓储和邮政业,河南
370269101,2016,1.0,44,9.0,1.0,0,1,,0.0,,10000.0,制造业,
510567106,2016,0.0,24,12.0,0.0,0,1,,1.0,,30000.0,金融业,
230224102,2016,1.0,37,6.0,1.0,1,1,,,,,居民服务和其他服务业,
211422103,2016,1.0,36,6.0,1.0,2,1,,,,,制造业,辽宁
211742102,2016,0.0,59,0.0,1.0,0,1,,,,,住宿和餐饮业,辽宁
350144103,2016,0.0,41,9.0,1.0,2,1,,,,,建筑业,福建
411646581,2016,0.0,55,,1.0,0,0,,0.0,,25000.0,制造业,河南
211146101,2016,0.0,22,15.0,0.0,0,1,,1.0,,31000.0,金融业,辽宁
310871101,2016,0.0,48,15.0,1.0,1,1,,,否,,制造业,上海
211214101,2016,0.0,36,12.0,1.0,0,1,,0.0,,40000.0,金融业,辽宁
410046531,2016,0.0,66,9.0,1.0,0,1,,,,,租赁和商务服务业,河南
320025101,2016,0.0,34,9.0,1.0,1,1,,,,,制造业,江苏
340370102,2016,0.0,43,6.0,1.0,0,1,,,,,电力、燃气及水的生产和供应业,安徽
340301103,2016,0.0,24,16.0,0.0,0,1,2.0,1.0,否,8000.0,租赁和商务服务业,
620615101,2016,0.0,51,6.0,1.0,1,1,,,,,批发和零售业,甘肃
620908104,2016,1.0,30,15.0,1.0,1,0,,,否,,教育,甘肃
370736102,2016,0.0,34,16.0,1.0,2,1,,,否,,批发和零售业,山东
370058101,2016,0.0,53,9.0,1.0,0,1,,,,,建筑业,山东
340128102,2016,0.0,46,9.0,1.0,1,1,,,,,建筑业,安徽
320026101,2016,0.0,51,9.0,1.0,0,1,,,,,制造业,江苏
211631102,2016,1.0,59,9.0,1.0,0,0,,,,,批发和零售业,辽宁
130502104,2016,0.0,25,12.0,0.0,0,0,,,,,制造业,
411631101,2016,1.0,49,9.0,1.0,0,1,,,,,批发和零售业,河南
230475101,2016,1.0,46,9.0,1.0,0,1,,,否,2500.0,,黑龙江
312416101,2016,1.0,66,0.0,1.0,0,1,,,,,制造业,上海
610167101,2016,0.0,52,9.0,1.0,0,0,,0.0,,1300.0,批发和零售业,陕西
510299104,2016,1.0,31,9.0,1.0,2,0,,,,,建筑业,四川
330227102,2016,0.0,42,16.0,1.0,1,1,3.0,,是,,教育,浙江
440758105,2016,1.0,29,16.0,0.0,0,0,,,,,制造业,
410614102,2016,0.0,51,9.0,1.0,0,1,,,,,住宿和餐饮业,河南
230377102,2016,0.0,51,6.0,1.0,0,0,,,,,批发和零售业,
530323104,2016,1.0,31,15.0,1.0,0,1,,,,,建筑业,云南
510951102,2016,0.0,45,9.0,1.0,0,1,3.0,,否,,电力、燃气及水的生产和供应业,
441072104,2016,1.0,30,15.0,0.0,2,1,,,,,批发和零售业,广东
420461103,2016,1.0,45,9.0,1.0,0,1,,,,,批发和零售业,湖北
211523104,2016,1.0,18,9.0,0.0,0,1,,0.0,,10000.0,房地产业,辽宁
441668121,2016,0.0,48,6.0,1.0,0,0,,,否,,公共管理和社会组织,广东
214073501,2016,0.0,30,,1.0,1,1,2.0,1.0,否,8500.0,制造业,
312092103,2016,0.0,43,9.0,1.0,0,1,,,,,文化、体育和娱乐业,上海
211427104,2016,1.0,33,9.0,1.0,1,0,,0.0,,5400.0,交通运输、仓储和邮政业,
621012101,2016,0.0,46,6.0,1.0,0,1,,0.0,否,35000.0,交通运输、仓储和邮政业,
311292101,2016,0.0,60,15.0,1.0,0,0,,1.0,是,60000.0,教育,上海
440781105,2016,0.0,26,12.0,0.0,0,1,,0.0,,60000.0,制造业,广东
410424101,2016,0.0,30,9.0,1.0,2,1,,0.0,,16800.0,教育,河南
420361102,2016,1.0,49,,1.0,0,1,,0.0,,3600.0,批发和零售业,湖北
230226101,2016,0.0,59,12.0,1.0,0,1,,0.0,,15600.0,文化、体育和娱乐业,黑龙江
210888101,2016,1.0,47,12.0,1.0,0,1,,,是,,教育,辽宁
310817103,2016,1.0,33,19.0,1.0,1,1,,0.0,否,98000.0,教育,上海
410506101,2016,0.0,60,12.0,1.0,3,0,3.0,,否,,交通运输、仓储和邮政业,河南
360121105,2016,1.0,26,12.0,1.0,1,0,,,,,批发和零售业,江西
311689431,2016,1.0,45,6.0,1.0,0,1,,0.0,,30000.0,批发和零售业,上海
311167103,2016,0.0,24,15.0,0.0,0,1,1.0,1.0,是,70000.0,制造业,上海
410086102,2016,1.0,51,12.0,1.0,0,1,3.0,,是,,制造业,河南
320010102,2016,0.0,68,6.0,1.0,1,0,,,,,制造业,江苏
430581103,2016,0.0,34,9.0,1.0,0,0,,,,,制造业,
210881102,2016,1.0,42,12.0,0.0,1,1,,,是,,制造业,辽宁
110160103,2016,0.0,31,16.0,1.0,0,1,1.0,1.0,是,300000.0,金融业,北京
440734101,2016,0.0,65,0.0,1.0,0,1,,0.0,,1000.0,水利、环境和公共设施管理业,广东
230586102,2016,1.0,48,15.0,1.0,0,1,3.0,,是,,教育,黑龙江
130173105,2016,1.0,39,12.0,1.0,1,1,,,,,批发和零售业,河北
410060103,2016,0.0,31,12.0,1.0,1,1,,,,,房地产业,河南
330258101,2016,0.0,59,9.0,1.0,0,1,,,否,,交通运输、仓储和邮政业,浙江
620991104,2016,1.0,23,12.0,0.0,0,0,,,,,租赁和商务服务业,
370574102,2016,0.0,23,16.0,0.0,0,1,,0.0,,72520.0,制造业,
510063531,2016,0.0,35,6.0,1.0,1,1,,,,,批发和零售业,
312138104,2016,1.0,44,9.0,1.0,0,1,,,,,制造业,上海
621580104,2016,1.0,48,0.0,1.0,0,1,,,否,,,甘肃
310620101,2016,1.0,47,,0.0,0,1,,1.0,,37600.0,批发和零售业,
211425102,2016,1.0,42,9.0,1.0,1,1,,0.0,,50000.0,批发和零售业,辽宁
312366103,2016,0.0,30,12.0,1.0,1,1,,,,,制造业,上海
312326101,2016,0.0,61,15.0,1.0,0,0,,,,,租赁和商务服务业,上海
210547103,2016,1.0,29,12.0,1.0,1,1,1.0,,是,,房地产业,辽宁
310673102,2016,1.0,45,,1.0,0,0,,,,,批发和零售业,上海
330201102,2016,0.0,48,,1.0,1,1,,1.0,,40000.0,制造业,浙江
441332101,2016,1.0,51,6.0,1.0,0,1,,,,,批发和零售业,广东
130851102,2016,0.0,56,12.0,1.0,0,1,1.0,,是,,文化、体育和娱乐业,河北
311238101,2016,0.0,37,19.0,1.0,2,1,,,否,,公共管理和社会组织,上海
370508104,2016,1.0,28,9.0,1.0,1,1,1.0,,是,,制造业,山东
110003101,2016,0.0,45,12.0,1.0,0,1,,,,,批发和零售业,北京
320176101,2016,1.0,33,6.0,1.0,2,1,,,否,,,江苏
370057101,2016,0.0,59,6.0,1.0,0,1,,,,,制造业,山东
510237101,2016,0.0,44,0.0,1.0,0,1,,0.0,否,20000.0,住宿和餐饮业,四川
211828102,2016,0.0,32,12.0,0.0,0,0,,,,,制造业,辽宁
210181105,2016,1.0,22,15.0,0.0,1,1,,0.0,,16000.0,批发和零售业,辽宁
210321101,2016,1.0,44,16.0,1.0,0,1,1.0,,是,,教育,辽宁
510991101,2016,0.0,52,12.0,1.0,0,0,,,否,15000.0,,
410047101,2016,1.0,35,6.0,1.0,1,1,,,,,批发和零售业,河南
620163101,2016,1.0,23,9.0,1.0,2,0,,,否,,制造业,河北
130477103,2016,1.0,26,15.0,1.0,0,0,,0.0,,51400.0,教育,
211875101,2016,1.0,39,15.0,1.0,1,1,1.0,,是,,房地产业,辽宁
620459103,2016,0.0,32,6.0,1.0,1,1,,,,,建筑业,甘肃
410594101,2016,1.0,44,12.0,0.0,0,1,,,,,批发和零售业,河南
310466101,2016,0.0,35,19.0,1.0,1,1,,,,,建筑业,上海
130859501,2016,1.0,28,9.0,1.0,1,0,,,,,制造业,河北
410098101,2016,1.0,40,12.0,1.0,1,1,,,,,批发和零售业,河南
620069103,2016,1.0,24,9.0,0.0,0,1,,0.0,,35200.0,住宿和餐饮业,甘肃
220194102,2016,1.0,54,12.0,1.0,0,1,,,,,制造业,吉林
210769101,2016,0.0,60,6.0,0.0,0,0,,,,,批发和零售业,辽宁
520322103,2016,0.0,36,6.0,1.0,1,1,,0.0,,5000.0,建筑业,贵州
311217105,2016,0.0,23,15.0,0.0,0,1,,1.0,,60000.0,房地产业,上海
230228101,2016,1.0,48,12.0,1.0,0,1,1.0,,是,,水利、环境和公共设施管理业,黑龙江
411631103,2016,1.0,23,15.0,1.0,0,0,,,否,,金融业,河南
312136104,2016,1.0,49,9.0,1.0,0,1,,,,,制造业,上海
621632101,2016,0.0,45,6.0,1.0,1,1,,,,,建筑业,甘肃
230623101,2016,1.0,50,9.0,0.0,0,0,,,,,住宿和餐饮业,黑龙江
620879101,2016,0.0,42,9.0,1.0,0,1,3.0,,否,,信息传播、计算机服务和软件业,甘肃
420072102,2016,0.0,27,9.0,1.0,2,1,,,否,60000.0,,湖北
130490104,2016,1.0,34,15.0,1.0,1,1,,,,,房地产业,
311974103,2016,0.0,47,9.0,1.0,0,1,,,,,租赁和商务服务业,上海
312405102,2016,0.0,43,6.0,1.0,0,1,,,,,租赁和商务服务业,上海
410647102,2016,1.0,51,9.0,1.0,0,1,,,,,批发和零售业,河南
210785102,2016,1.0,45,16.0,1.0,0,1,1.0,,是,,制造业,辽宁
411709101,2016,0.0,38,12.0,1.0,1,1,,,,,居民服务和其他服务业,河南
211241101,2016,0.0,54,12.0,1.0,0,1,,0.0,否,30600.0,制造业,辽宁
360053102,2016,0.0,54,6.0,1.0,1,0,,,,,建筑业,江西
330001101,2016,1.0,43,6.0,1.0,0,1,3.0,,否,,交通运输、仓储和邮政业,浙江
620215103,2016,0.0,43,6.0,1.0,2,1,,,,,建筑业,甘肃
311521102,2016,1.0,34,16.0,1.0,1,1,,,,,科学研究、技术服务和地质勘查业,上海
410799104,2016,1.0,26,9.0,1.0,2,1,,0.0,,2000.0,住宿和餐饮业,河南
330225103,2016,1.0,25,15.0,0.0,0,1,,,,,交通运输、仓储和邮政业,浙江
340293101,2016,0.0,52,9.0,1.0,0,0,,,否,,,安徽
411206102,2016,0.0,68,6.0,0.0,2,1,,,,,制造业,
311118101,2016,0.0,31,15.0,1.0,1,1,,,,,制造业,上海
210879101,2016,1.0,46,9.0,1.0,0,1,,,,,批发和零售业,辽宁
441700106,2016,0.0,39,9.0,1.0,0,1,,0.0,,42000.0,制造业,广东
620919101,2016,0.0,49,0.0,0.0,0,0,,0.0,否,10000.0,建筑业,甘肃
210420103,2016,1.0,32,6.0,1.0,0,1,,0.0,,5000.0,批发和零售业,
420493102,2016,1.0,39,15.0,1.0,1,1,,,,,批发和零售业,湖北
210149104,2016,1.0,44,12.0,1.0,2,1,,1.0,,2000.0,制造业,
310528101,2016,1.0,36,15.0,1.0,1,1,,,,,租赁和商务服务业,上海
140508104,2016,1.0,33,16.0,1.0,1,1,1.0,,是,,教育,山西
440641102,2016,0.0,44,,1.0,1,1,,1.0,是,45000.0,制造业,
520254101,2016,0.0,36,15.0,1.0,1,1,,,,,房地产业,贵州
320014101,2016,0.0,70,6.0,1.0,0,0,,,,,制造业,江苏
411345104,2016,1.0,20,9.0,1.0,1,0,3.0,,是,,制造业,河南
370586101,2016,0.0,49,15.0,1.0,0,1,,,是,,交通运输、仓储和邮政业,山东
210675102,2016,1.0,52,9.0,1.0,0,0,,,,,批发和零售业,辽宁
411788104,2016,0.0,30,16.0,1.0,1,1,,,,,金融业,
411873103,2016,1.0,33,16.0,1.0,2,1,,,是,,公共管理和社会组织,河南
410903103,2016,1.0,30,15.0,1.0,1,1,,,是,,卫生、社会保障和社会福利业,河南
130517102,2016,1.0,42,9.0,1.0,0,1,,0.0,,10000.0,住宿和餐饮业,河北
360280101,2016,0.0,39,9.0,1.0,2,1,,0.0,,48000.0,建筑业,江西
310761101,2016,1.0,47,9.0,1.0,0,1,,,,,卫生、社会保障和社会福利业,上海
130736101,2016,1.0,40,9.0,1.0,1,1,,0.0,,14000.0,房地产业,河北
500169104,2016,0.0,43,6.0,1.0,0,1,,,,,制造业,重庆
340269101,2016,0.0,50,9.0,1.0,0,1,,,,,批发和零售业,安徽
311256101,2016,0.0,53,12.0,1.0,0,1,,0.0,,45000.0,教育,上海
320107104,2016,1.0,26,12.0,1.0,1,1,,,,,批发和零售业,江苏
410724106,2016,0.0,28,12.0,1.0,1,0,,,,,批发和零售业,河南
340003103,2016,0.0,38,9.0,1.0,2,1,,,,,制造业,安徽
411643101,2016,0.0,57,9.0,1.0,0,1,,,,,房地产业,河南
420104101,2016,1.0,40,,1.0,0,1,3.0,1.0,是,59600.0,教育,湖北
130726102,2016,1.0,35,9.0,1.0,1,1,,0.0,,28000.0,居民服务和其他服务业,河北
450127103,2016,0.0,59,6.0,1.0,1,0,,,,,制造业,
120057102,2016,1.0,46,16.0,1.0,0,1,,1.0,是,60000.0,教育,天津
370488103,2016,0.0,26,15.0,1.0,1,1,,,,,住宿和餐饮业,山东
251229501,2016,0.0,31,15.0,1.0,1,1,,1.0,是,52000.0,公共管理和社会组织,广东
450124103,2016,1.0,34,9.0,1.0,0,0,,,,,住宿和餐饮业,
310874102,2016,1.0,45,12.0,1.0,0,1,,,,,批发和零售业,上海
520135103,2016,1.0,30,16.0,1.0,1,1,,0.0,是,47400.0,教育,贵州
441329101,2016,0.0,48,12.0,1.0,1,1,,,,,房地产业,广东
130295101,2016,1.0,30,12.0,1.0,1,1,,0.0,,10000.0,制造业,河北
430005103,2016,1.0,45,16.0,1.0,1,1,2.0,,否,,租赁和商务服务业,
620723103,2016,0.0,34,16.0,1.0,0,1,,,,,制造业,甘肃
430385103,2016,0.0,31,15.0,1.0,1,1,,,,,制造业,湖南
312384103,2016,1.0,45,12.0,1.0,0,1,,,,,租赁和商务服务业,上海
411613101,2016,1.0,51,9.0,1.0,1,0,,,,,批发和零售业,河南
140427101,2016,1.0,47,15.0,1.0,0,1,1.0,,是,,批发和零售业,山西
410189103,2016,1.0,20,9.0,1.0,2,0,,,,,制造业,河南
211403105,2016,1.0,21,9.0,0.0,0,1,,0.0,否,15200.0,文化、体育和娱乐业,辽宁
450217102,2016,0.0,46,6.0,1.0,4,1,,,,,建筑业,
610372105,2016,0.0,22,15.0,0.0,0,0,,0.0,,4450.0,文化、体育和娱乐业,陕西
140861101,2016,0.0,60,12.0,1.0,0,0,,,是,,教育,山西
311636101,2016,0.0,61,12.0,1.0,0,0,1.0,,是,,电力、燃气及水的生产和供应业,上海
510895101,2016,0.0,50,9.0,0.0,0,1,,,,,建筑业,四川
410693102,2016,1.0,50,6.0,0.0,2,1,,,,,批发和零售业,河南
441079105,2016,0.0,21,9.0,0.0,0,0,,,,,住宿和餐饮业,广东
620618101,2016,1.0,45,0.0,1.0,0,1,,,否,,住宿和餐饮业,
440735101,2016,0.0,50,12.0,1.0,0,1,,,,,交通运输、仓储和邮政业,广东
311865103,2016,0.0,40,12.0,1.0,1,1,,,,,电力、燃气及水的生产和供应业,上海
312095101,2016,0.0,46,9.0,1.0,0,1,2.0,,否,,交通运输、仓储和邮政业,上海
410449101,2016,0.0,52,9.0,1.0,2,1,,,否,12000.0,,河南
230151101,2016,0.0,51,6.0,0.0,0,0,1.0,,是,,采矿业,黑龙江
621615105,2016,0.0,35,12.0,1.0,1,1,1.0,,是,,电力、燃气及水的生产和供应业,
130268103,2016,1.0,30,19.0,1.0,0,1,,1.0,,80000.0,信息传播、计算机服务和软件业,河北
610284101,2016,0.0,65,6.0,1.0,0,0,,,,,水利、环境和公共设施管理业,陕西
140028581,2016,0.0,46,,0.0,0,0,2.0,,否,,采矿业,山西
620248104,2016,1.0,25,6.0,1.0,0,0,,,,,制造业,甘肃
210849101,2016,1.0,48,6.0,1.0,0,1,,,否,,信息传播、计算机服务和软件业,辽宁
610216101,2016,0.0,53,9.0,1.0,1,1,,,,,建筑业,陕西
120032101,2016,1.0,35,9.0,1.0,1,0,,,,,住宿和餐饮业,天津
370785103,2016,0.0,26,15.0,1.0,1,1,,0.0,,31000.0,批发和零售业,
275684501,2016,0.0,29,15.0,1.0,0,1,2.0,,否,,制造业,
210658103,2016,0.0,22,9.0,0.0,0,1,,0.0,,20000.0,制造业,辽宁
360042103,2016,1.0,27,15.0,1.0,0,0,,,,,建筑业,
136103501,2016,0.0,33,9.0,1.0,1,1,,0.0,否,39600.0,电力、燃气及水的生产和供应业,
430267103,2016,0.0,42,9.0,1.0,1,1,,,否,,制造业,湖南
211367103,2016,1.0,27,16.0,0.0,0,1,,1.0,,50000.0,租赁和商务服务业,
510243101,2016,0.0,58,9.0,1.0,0,1,3.0,,否,,制造业,
230221101,2016,1.0,56,9.0,0.0,0,0,,,否,,,黑龙江
430248106,2016,0.0,43,9.0,1.0,2,1,,0.0,否,30000.0,交通运输、仓储和邮政业,湖南
370669101,2016,0.0,36,12.0,1.0,2,1,1.0,,是,,采矿业,山东
620630102,2016,0.0,48,6.0,1.0,0,1,,,,,建筑业,
510006102,2016,1.0,64,0.0,0.0,0,0,,,,,批发和零售业,四川
340197101,2016,0.0,45,6.0,1.0,1,1,,0.0,是,70000.0,建筑业,安徽
311386101,2016,0.0,68,9.0,1.0,0,0,,,,,批发和零售业,上海
530430104,2016,0.0,53,9.0,1.0,1,1,,,,,制造业,云南
610230102,2016,0.0,46,6.0,1.0,0,1,3.0,,否,,采矿业,陕西
211517101,2016,1.0,43,9.0,1.0,0,1,,,,,制造业,辽宁
411795101,2016,0.0,45,0.0,1.0,0,1,,,,,建筑业,河南
510167104,2016,0.0,35,9.0,0.0,0,1,,,,,建筑业,
450183103,2016,0.0,23,9.0,0.0,0,0,,,,,居民服务和其他服务业,广东
230039104,2016,0.0,26,6.0,0.0,0,1,,0.0,,14400.0,制造业,
410492104,2016,1.0,42,16.0,1.0,1,1,,,是,,公共管理和社会组织,
156434501,2016,0.0,28,,1.0,0,1,,,否,30000.0,,陕西
450336103,2016,1.0,30,12.0,1.0,1,0,,,,,批发和零售业,
621640102,2016,0.0,51,9.0,1.0,0,1,,,,,建筑业,甘肃
441181102,2016,0.0,21,9.0,0.0,0,1,,1.0,,40100.0,居民服务和其他服务业,广东
450227101,2016,1.0,47,15.0,1.0,0,1,,,是,,教育,广西
440579110,2016,1.0,42,12.0,1.0,0,1,,0.0,,11700.0,教育,广东
360035102,2016,1.0,53,0.0,1.0,3,0,,0.0,,10000.0,建筑业,江西
441842104,2016,0.0,27,6.0,0.0,0,0,,,,,批发和零售业,广东
500141104,2016,1.0,20,9.0,0.0,0,1,,0.0,,12000.0,文化、体育和娱乐业,重庆
510268103,2016,0.0,26,6.0,1.0,1,1,,0.0,,30000.0,建筑业,四川
440260103,2016,1.0,28,9.0,1.0,2,1,,0.0,,12000.0,居民服务和其他服务业,广东
410116101,2016,0.0,48,9.0,1.0,0,0,,,,,制造业,河南
210454102,2016,0.0,29,9.0,1.0,0,1,1.0,0.0,是,50000.0,电力、燃气及水的生产和供应业,
320131101,2016,1.0,47,0.0,1.0,0,1,,,,,制造业,江苏
411365101,2016,0.0,56,12.0,1.0,1,1,,0.0,是,32400.0,公共管理和社会组织,河南
211409105,2016,0.0,22,9.0,1.0,0,1,,0.0,,10000.0,建筑业,辽宁
621418103,2016,0.0,38,15.0,1.0,0,1,,,是,,建筑业,甘肃
230348101,2016,0.0,63,9.0,1.0,0,0,1.0,,是,,交通运输、仓储和邮政业,黑龙江
360050102,2016,1.0,39,9.0,1.0,2,0,,,,,制造业,江西
211721101,2016,0.0,52,12.0,1.0,0,1,2.0,,否,,交通运输、仓储和邮政业,辽宁
370659101,2016,0.0,53,0.0,1.0,0,1,,,是,,公共管理和社会组织,山东
621772103,2016,0.0,47,0.0,1.0,1,1,,,,,建筑业,甘肃
520422103,2016,0.0,30,,0.0,0,0,,0.0,,12000.0,建筑业,贵州
500327101,2016,1.0,62,6.0,1.0,0,0,,,,,住宿和餐饮业,重庆
411644104,2016,1.0,43,9.0,0.0,2,1,,0.0,,20000.0,交通运输、仓储和邮政业,河南
620865102,2016,1.0,45,6.0,1.0,1,1,,,,,批发和零售业,甘肃
620629102,2016,1.0,43,6.0,1.0,0,1,,,否,,,甘肃
110129101,2016,0.0,35,16.0,1.0,1,1,,,,,信息传播、计算机服务和软件业,
130740102,2016,1.0,47,9.0,1.0,0,1,,0.0,,10000.0,制造业,河北
312344101,2016,1.0,42,16.0,1.0,0,1,,,是,,公共管理和社会组织,上海
360216102,2016,0.0,49,9.0,1.0,0,1,,0.0,,82500.0,制造业,
350095103,2016,0.0,28,9.0,1.0,0,1,,,,,制造业,福建
441722103,2016,1.0,21,6.0,0.0,0,1,,0.0,,70710.0,批发和零售业,
130678103,2016,1.0,26,9.0,1.0,1,0,,,,,制造业,河北
130652101,2016,0.0,66,6.0,0.0,0,1,,,,,租赁和商务服务业,河北
140694102,2016,1.0,49,9.0,1.0,0,1,,,,,制造业,山西
411504101,2016,0.0,57,,1.0,0,0,,0.0,,7500.0,房地产业,河南
450218551,2016,1.0,30,9.0,1.0,1,0,,,,,建筑业,
430024102,2016,1.0,48,15.0,1.0,0,1,,,是,,公共管理和社会组织,湖南
420070101,2016,0.0,40,12.0,1.0,1,1,,,,,制造业,湖北
310956102,2016,0.0,62,15.0,1.0,0,0,,,是,,租赁和商务服务业,上海
620392101,2016,0.0,68,16.0,1.0,0,0,,,是,,文化、体育和娱乐业,甘肃
621055103,2016,0.0,27,15.0,1.0,1,1,,,是,,公共管理和社会组织,甘肃
410911101,2016,0.0,44,12.0,1.0,1,1,,,是,,公共管理和社会组织,河南
